irep,clh,resch,klun,kbra,khrt,kskn,kmus,kadi,kspl,kgio,khep,kkid,kres
40,14.035396912271743,0.5718102423298113,3.3186136103465644,0.9396449571825812,4.302680182503326,0.5244457001261885,1.4375833489814918,0.37807044834163334,3.27959287086446,1.6156453233013781,2.916538415322904,7.062987559056533,2.7254174441724492
41,12.587816530284297,0.4912727692523797,3.224649888524064,0.9075897776137951,3.1679307984049934,0.4912801422704853,0.7355598780150416,0.22788662328299067,0.895228060971084,2.325658740761457,5.071725094798149,4.824025192811898,4.199747981997965
42,13.54018252236395,0.5032151047287158,2.586286839006076,1.2020110010956107,7.067880227178697,1.1449666586322362,0.5181743084620929,0.7515706295558146,2.0768894570672614,4.346247454524948,2.397529211568618,18.634633981342127,4.618431805362107
43,12.690424041251479,0.930292217812764,10.547498440004125,0.2598618839791448,4.021931203077654,1.1646974707552196,0.46807828894104947,0.6156094231915528,2.813592514698999,4.7355152948418855,8.103657549858179,2.5989631583288553,4.105488613294827
44,15.209372896974509,0.7422486289742598,4.556847726228654,0.8162613735182886,3.1291005408687056,0.8050891406513319,0.9035107400772785,0.23686184220023104,3.7962224884822118,2.6466662967487378,2.617422327432047,12.414322341185974,3.3667658193845846
45,12.249812511973444,0.5609058048580501,4.26319101626245,0.8412187424729406,3.8802822314313006,0.6510618182845914,0.8009334362489691,0.4175230470187813,2.627928613637627,3.808325007317901,3.9806956554126858,6.550595913944159,4.521483798486427
46,15.998630076089324,0.7604997705804809,4.98595925167287,0.6618669915310483,1.8731701605523126,0.7115802139551064,0.995589539262719,0.7464149455949385,2.388437312410805,2.115831176392988,3.331983914246496,10.543789154674538,4.36793277199638
47,13.248174030734372,0.7012523813030107,1.7558859459284684,1.4431324208537946,5.5060463828655335,0.26096648653839594,0.792281772216118,0.540303165515933,2.137970389255786,9.328290627830157,4.558566489645975,10.051281816997843,3.5330529235243575
48,14.441839492153425,0.8573329691193123,3.8545756540029186,0.5342977847332171,2.8758242168195496,0.25128722373040424,0.6353544324937352,0.7362702977485177,1.5350970593808335,4.886508573388172,4.327273605697252,6.363971875257616,5.535759056275568
49,13.690545327720884,0.7654317337254651,2.532549878197843,0.495304588119292,2.656197416869494,1.0569841521231138,0.5801322218769193,0.3356182270961489,1.5670032370401559,2.9804044700544035,3.392204911111192,8.456720221510269,4.028124968846548
50,22.255231202081056,0.7754915633122742,4.632598292224707,1.2496778346578337,1.886389475029814,0.7502217027621365,0.8226961196948951,0.25518611470732117,2.4463865241033123,3.663844401584063,3.253075333563979,18.32194697384516,3.0519937885624873
51,10.241732757443062,0.6502296915387492,5.279186236890155,1.4725079652092858,3.6423624255375877,0.5862873280571833,0.8349720258235589,0.89602127750193,3.6543304940784096,8.867272452403233,7.3849702408617786,11.211865758711115,4.304290062832008
52,15.340429374392047,0.4869302745952244,4.316588623070365,0.36216467236588545,2.619895936605166,0.5126296865851926,0.7170416181946628,1.274968797637373,1.9396253282966953,7.51080125778855,3.0766117359258005,3.670538918555684,2.502059893093981
53,16.305422613820806,0.6400868255163673,1.1352522942105494,0.8435706968172116,4.087343332962448,0.8243908986434187,0.5460969161819915,0.49613880810143635,1.0388217382501583,3.231526447008007,2.0932012577354744,14.128020573561761,5.219153646737576
54,10.251864862586931,0.777787890208567,3.961113911657807,1.0861272924971321,8.76903529020541,0.30343187550980405,0.9864037989688472,0.5553613448743664,2.6202550569468466,3.8036732728707894,3.9252623426831685,11.375381341646934,3.009214635764752
55,9.533590015599577,0.6413857600826539,3.7852261529498037,0.5176513966448909,8.661150302078152,1.122810169288659,1.4281047544266947,0.673292015748824,1.3466774357950912,1.8266604517502034,7.116027635121804,10.024545207656917,3.3769110258785036
56,17.287932286312813,0.7190174849168196,4.481978859147878,0.8461099007660368,3.8023624125362736,0.4982563002074567,0.6958486908565074,0.5074465834356693,1.9775210054079873,3.514403285625066,5.693717049130405,8.085813633978496,3.281186996113419
57,14.273013861040004,0.889055610995267,4.021675553040236,0.9120945735571007,4.774314308216879,0.35664529580126764,1.4187895779080344,0.5132787907132091,2.0114946214450846,3.2144047257125634,4.528980721399,3.141992501598273,3.494344923476952
58,21.687851289611352,0.8472393053117526,2.8708126557458455,1.0158773022067842,7.15263201358351,0.4893890532210079,0.6032564709855823,0.3351018884168339,2.7400520929628667,3.5699152668717975,6.529931116098919,12.577527501441338,4.670672269816053
59,16.046186351645176,0.6261876941970569,7.408773093367531,0.701995109959788,3.4342776312476753,0.9847275339663046,0.7746820476350219,0.4270626445426302,1.786530832683378,4.033470699184269,4.536135351865229,4.536895404278815,5.549301337202593
60,11.123690926401538,0.38827712023035305,1.891825436151986,1.859381023514201,1.9133505316307817,0.6665711383536098,1.3283933430008341,0.37881109907311666,2.034756388364988,2.6764732088947363,6.47497657966815,13.776810400504695,5.508786331878406
61,21.286084150983427,0.5488828017145638,3.211932621456898,2.8783690129856043,5.030392783935362,0.7619686704118911,0.9244563812808624,0.6494483744811888,1.3366728321474615,2.0499911447134602,1.3239374022799433,3.730349144742658,4.327872934229945
62,16.817684322986143,0.9072344266389698,4.06746994069548,0.5965772085056786,3.94582347681039,0.5758532910367197,2.286699163507669,0.616109100066527,3.0369303183808687,2.462418699936747,3.585327744554674,11.784186377629325,4.57690199604823
63,13.029717548613085,0.8641437440358102,3.6039321542657676,1.139812384222732,3.644470439285691,0.4060634396072662,1.1083566491951053,0.6824125604109059,1.6086552030859502,3.2490684133162575,8.174000459194021,30.066433275591404,4.450327306166997
64,7.226111894787071,0.7057787919988355,4.321293628835134,1.4735582865572285,1.7516604042535286,0.4572557616559632,1.252267314619063,0.7442764879168058,1.4023639767534704,4.133939357059412,3.310410210461611,5.74206193224054,2.0749916525308407
65,13.483733612411783,0.35836707349772945,12.686058342543806,0.44812061193803804,2.3514835186666976,0.36836394147788654,0.8601213432291904,0.34616879547892443,1.9798301056443028,4.826042487730989,3.757742520162138,16.998969643026342,3.529383307335279
66,13.363970916763414,0.7662599139034524,1.842391652553542,0.42378641148242047,5.3846472461041675,0.20570128724221126,1.1535675912462646,0.15474834172167948,1.8422357788374757,4.321127660518795,8.138514152227504,7.218929105201313,6.1436250106396315
67,13.131755838996986,0.8060975943598634,2.24280159407941,0.34203036700241796,2.3421105918145733,1.005430773196558,0.7917990448715063,0.26807006668177774,1.4741422952343008,2.9480245479981684,9.342679486382067,4.714473474189624,2.9023416437802037
68,18.77929097379145,0.6532358556378539,1.0270147594184456,1.3426425113942455,4.467777432938548,0.4851418264439676,1.3519092343519459,0.6270727977070856,4.413009977428268,3.9973815991280706,1.8865049881517506,13.6886736333371,3.6432659501441202
69,21.999743466245505,0.706127361034165,6.941849402803824,0.5163241495574457,4.5908437381280995,1.35559338192404,0.8300693694665983,0.6141160099703347,1.6784166280277792,4.328820342763888,2.4098567511438795,11.765788475454006,3.0126227190688626
70,7.639169283904453,0.7333227337761533,5.090257018646617,0.7845332822381549,1.5627392382783338,0.5941939794064709,0.9856529650758934,0.2960483208479205,1.959117120640365,5.500389685835776,4.487068069650834,10.676551790789162,3.969865149702537
71,8.447348468895491,1.0014762384450224,3.578853144434253,0.6256554639139553,4.62794277817082,0.6751586651922582,1.0110942815541348,0.29530699614120703,2.0227329057592485,3.6024073603924407,2.990819202582387,7.018777612836471,6.869073359535787
72,9.124152274788955,0.569919373518106,1.5644897316802362,1.8180403580712072,4.677691841193072,0.643037686292284,0.26366844677758233,0.527194301301022,1.0047873986764166,4.835242989920705,2.5886931810652136,5.351628772723054,4.975771694651763
73,26.622879466794167,0.4394407364494649,3.2250620879295373,0.3791863336275443,2.404023799460247,0.35382081476955685,0.7841509335102314,0.5273563967222775,2.1307554293269297,3.66829567396308,7.19951177482859,5.144344145695696,3.399669355535419
74,20.025686630177127,0.44616553643795115,4.761425657746286,0.29974549195628014,4.645964101695803,1.5223658712534385,0.713942514712436,0.602235835763123,1.4832583888498994,4.085378624827012,2.2420798234254034,17.475842090387758,5.792327443730472
75,11.536095559065325,0.6648285795571744,2.7692619947948685,1.0943724485099737,4.745646185263688,0.22751380255954176,0.6917978463843645,0.338282471744377,1.3257610898656451,3.176196414768971,2.038024757725282,7.312972383260638,5.833593664003072
76,11.459958480489167,0.6369468350718216,2.9347560065020386,0.4799461860310897,2.716988237125469,0.7887512566639827,1.8323403952156871,0.38311016107411533,1.2528084191367974,3.3045566680304734,2.7174971549127855,4.30139242592846,6.233354102467603
77,23.585767798411403,0.9552260386563798,1.916165325118912,0.7421347247651686,9.587568380599969,0.2817334795084004,0.8287193733952641,0.4549374570885992,2.0478619481687117,3.265161959638542,3.6959294916521523,12.136153394839873,5.2771191411378355
78,19.888707304357972,0.7133759755698422,3.3526115828452467,0.6135166373602355,9.101856951155435,0.8116129895101484,1.9113341894141682,0.28261876313284806,2.382521274541919,3.4399650262474815,1.4026529956354918,9.126239277607874,5.528115861079198
79,13.087490702508836,0.6315251471564804,2.029870041265457,1.0572058250201195,8.004677408532412,2.193984846608142,1.2106350087879583,0.36919163309758685,1.559003167935206,3.280492387193285,1.9826147555999323,3.302228301061008,4.155701193611325
80,20.9923357256098,0.49915934035900034,4.85581955079274,0.36622699014477744,2.679218225443339,0.6188909988584937,0.6807558004191849,0.6323180759383015,2.2268216016416242,4.274805850928346,2.8538530679709275,7.365824225238894,4.327501383777666
81,12.878814011990093,0.4263528319362199,2.6982128929577196,0.4045090383225067,4.3847651572707145,0.5475766501411362,1.3597110942071382,0.4378105621619631,3.5622800848100433,1.7128768663022935,5.11929538703618,2.6232478133829806,4.183559225455403
82,10.186864660605377,0.9177576784196156,4.973541114180469,1.0874363559325269,3.7177895434310613,0.9058186931863892,0.6812464603257309,0.22934702541891389,1.734666465128066,3.24715405717996,3.6365359270116278,16.557534476559894,3.9818176921089092
83,14.442996569661629,0.8644848835298032,3.2919512805688695,0.65844082802609,2.3350353889658173,0.6603086975494704,0.709453959864264,0.2654977256058986,3.7416535865555978,4.108471913230648,5.72140360941648,8.364193749896167,5.475739757555933
84,12.38720366894399,0.5479870055994804,3.4003097572788086,0.4544100071621654,3.9384356714500806,1.830209112642857,0.9530967762172237,0.6978190549970712,1.7679456615748532,1.477532647051106,7.466961915817772,5.1026889579454435,4.724062832108275
85,13.72177348668582,1.0237145064745288,1.5576298904189814,0.5553548167343202,2.310109365838321,0.8513741263384521,0.7366945716704275,0.2639850288881937,1.0307381507502196,6.6031111372673745,1.569076508912359,8.583037653422272,3.226938157447706
86,7.546055788568366,0.5777492448025174,3.3735988032138176,0.5773538049829441,3.0740073832088566,1.1223805150613158,0.7925820938626236,0.6356800522204131,1.8584535811184069,4.383672701436662,6.574588548283944,9.290056512508569,3.6796224736881147
87,10.424517645155507,0.5442013482113977,2.6746763267873286,0.9102991145478965,6.401625351278976,0.493834686178352,1.3173174490272068,0.7003514150974579,1.7270411916659127,3.5136324343616545,2.8168796681425987,10.988853231782914,4.323008341233536
88,18.7268718021917,0.8084950272773687,3.224653940969845,0.7661387780644111,2.9132688945502188,0.44277447831996763,0.8184990104681801,0.6382700721240279,3.5737560058420397,4.917144743032209,4.897152631872128,5.583682947727556,4.014437887580943
89,8.819723303745766,0.5512913770453841,1.720732373725497,1.1470444411241567,2.640736753491394,2.1688188333179514,0.9921936950725948,0.41702043551377993,3.2124565937433367,1.3440889362146757,3.7061350726875633,4.620590917372097,5.421178349254986
90,9.516741069571292,0.7958020680322576,3.995338919169653,0.7974595881334874,3.497406943458591,0.3726538688900611,0.8917063831043366,0.6424781097290222,1.0561032415579634,6.87475657524053,1.4804965822690919,5.724158801705461,2.288561862654723
91,4.502923977523024,0.7183034655868392,5.799375191021722,1.6817135190023142,2.998536306559897,0.8275393435300193,1.0392079514972952,0.39921747000206503,1.8342435474483092,4.600208097299529,7.529151683915947,5.48236263196389,3.4442347713438166
92,10.501654894409068,0.7072536899903082,10.54214298396391,0.27702617624636017,4.637570875818996,0.4278521998457115,0.9590791173044706,0.6604600324833708,1.3824674683467308,3.0908867714093935,3.0300457299140473,4.737627231114137,4.085539859704594
93,20.38920527564115,0.7544491594764982,3.403106278340889,1.1049354977458545,10.37695379150336,1.4306703314735625,0.8759021089474246,0.6679004144967967,2.4644612684456306,3.3833752551999887,3.4777986156596863,12.171960158929968,3.2163846817112565
94,8.070559365051745,0.5754407467221769,1.0458052254328392,0.4771598228329784,4.8176229299946955,0.6719730326552795,1.0741221874152949,0.25632973138294957,2.2696677589019227,1.627494753345489,3.279066545519988,9.60533901219632,3.104084805255142
95,14.732682770144962,0.8129116221912404,5.917657492041185,0.512835229934887,9.97327978270941,0.9274214437125379,0.818042362487341,0.6863926771137994,2.141822539184408,3.0358149926958875,2.5012120410774696,6.365767710485022,4.066691508068895
96,24.817874999563355,0.5352468515833847,5.022943447215079,0.9716394536179872,10.27353084903531,0.5647748326659313,1.0600555612477611,0.31795091868450126,1.5399864579975733,2.1213781058162238,3.178356597108624,15.101873597089279,3.251195746579019
97,17.278431758741284,0.5477302137506942,1.2060078489003194,1.3155493611312503,3.724125670820804,1.2417460446320274,1.0593334904107905,0.3945961884094401,1.0500596355980958,3.1914200796094407,7.428454558796809,13.221882521159618,3.100912897835872
98,15.10310871889122,0.7310368006429562,6.7138686409768535,0.4537080801732309,2.4322418528400633,0.6359855140958173,1.6474468916339517,0.2875665485713303,2.748297157478198,1.7944859193780418,4.7478288452604565,4.470226517130618,3.678447198343144
99,13.175757579225275,0.5754570149161969,3.4875618584859778,0.6025226184887642,4.186788359813351,1.0504744590857997,1.0272135651203393,0.4732790766682025,2.329122118324089,6.847896793255716,5.114864372933391,15.214941970081245,3.165834612051358
100,12.184329307270122,0.8529466207013502,4.191390543741554,2.2258672143985705,4.999123546335518,0.7221091038343237,1.0543317033336412,0.4986121639673417,2.9643495858626703,1.5376948687951835,4.593734370231172,5.9874603129790085,4.590512497140815
101,22.857083033278336,0.7077757381691869,6.3049406604436244,0.4189969690844922,4.49988438308377,0.6913044578313122,1.084709404260884,0.5054046728968862,2.997711338359539,2.6390281355517513,3.038296714005734,4.466761928518025,2.885915611344943
102,24.42225770266703,0.8473026651407298,7.015219188084181,1.6121804199699792,3.9856964841421787,0.5156776855841609,0.6497599650546796,0.2690701915278347,1.5146421338915608,7.282502123081251,3.2494919917160914,6.612854865913512,3.8880619228909565
103,14.652183994105297,0.6087957276179455,2.3561584865609193,0.9872488427432466,2.8124442704992827,0.33459668907213197,0.7319560506138852,0.5493561140307788,0.908173855128021,7.352239811076167,3.927716060722778,3.3000237734665063,4.423028051082585
104,14.076149437047842,0.9216111862532389,3.6034968236714793,0.7816551310601069,5.36983072571917,0.7325607420643071,0.9189845413576349,0.3457637095475227,1.721468793470517,3.266322928919292,2.817637977857962,2.053312780704181,1.8960865910081306
105,11.79604537886412,0.5067852286232009,4.725635235416264,0.8006040304685096,4.3387208793498635,0.909503192270262,1.0227899548354553,0.4581265744455368,1.800060213338768,2.355451778810171,2.3693429234127277,7.014042854713422,4.796150363842433
106,33.54630570058888,0.5350094918721207,3.774162007147714,0.8371355804234375,9.902911829431611,0.5774885858989788,0.5207806061379455,0.5029798646230342,2.048441047410469,4.439646083046607,3.1948522367291874,4.227116843538667,3.6678327238006165
107,19.097210173223882,0.6113106976196826,4.383623856212971,1.4088085036026297,6.07090410242537,0.6285301745409436,0.7410809434456458,0.8192177103521543,3.3606819938193353,8.001569487476573,5.132353686260328,5.673971444821615,3.0406273411872777
108,15.662086004081356,1.2463604259013532,1.2171208486107141,0.8572684579264237,6.793563284061091,1.5875356521353932,1.0715311577544986,0.45974683451248927,2.339601142453803,3.0112644142914258,4.962280897970365,15.441060956255335,7.438040506758385
109,11.493125059278139,1.1154425019314553,1.8801144606403644,0.6734553781855993,2.7919858534114756,1.59180597927284,0.7501427602789819,0.4870827226139313,2.765413082330269,1.3570539734451061,4.860759812230442,13.822760829948761,2.566335599582474
110,21.69579465367463,0.39012601606128694,5.199760519294363,0.8279103219771294,2.5325382914576666,0.41215798848384394,1.8262558613486544,0.5831100145628741,4.942918488475367,4.144911323996452,8.991615715172294,5.867479076941104,3.2911964805143366
111,10.082559898636605,0.5168155811391196,2.5834646361824953,1.4047022802726572,5.751297062850859,0.3553837215439457,0.38396155311008096,0.3369781980834218,1.5774271098118244,3.5909802927104413,4.574111698115738,6.525344520809892,1.9988564328388276
112,11.942209938982966,0.620665730920317,2.0918025739144683,0.7589316780449868,2.9520472708849193,0.3305479302143569,1.8061330160003002,0.5435287697534367,1.6206305107973578,5.717946277530467,4.347086324410461,3.8003779950937955,4.236863104085099
113,15.174734762104741,0.681042667382609,3.908595346061504,0.6034970896491334,4.280744933163955,1.0008805173830364,0.6467738090392238,0.38950407210067545,1.2408344333061605,5.5760650861845,2.4370721912516426,8.092810191187437,4.842289932712562
114,22.58500623476163,0.4412622108002071,1.7032334898785428,0.2581056243334859,3.5397737436493912,0.6747115122055711,1.0952015713538457,0.6525647486863478,7.56197780676151,1.3140187438120035,3.9951079122058024,10.887679973917656,4.6052525044146
115,28.527807997861164,0.8478241603458632,3.01689811493896,0.7977140289368314,11.529230273105078,0.3988484367494928,0.3963498594685957,0.7004392737698726,1.071932613229183,2.8779848838205186,5.483368836811058,14.351436171461513,2.8143652772125995
116,7.354989682129435,0.7886387419902786,2.3054584016227255,0.5773877072611573,5.587089173453096,0.8989438704832057,0.9718647267572893,0.2488671076442098,2.090363340229114,3.8431528338962697,2.2385115123060926,14.574762307834876,4.203224097460492
117,11.846089184059116,0.870176571311293,2.5271219798858433,0.9821220464866776,4.64745969794107,0.6718088326541414,0.9157168072347609,0.2958247817684906,4.430075662996085,12.139019103169659,4.042868624548845,6.586536267484636,3.9116407031448235
118,13.123428106429415,0.5219437935984721,2.7147876360442518,0.6756831935786184,13.269944598637831,0.4618109865610037,1.0522744038715628,0.3681525368794103,0.9152925388218314,4.405304372662245,6.64225992674651,5.764174212443303,2.376516346105737
119,8.611302579370452,0.9851621595622488,4.270570489127573,0.5752462379992928,5.737759799409519,0.2478987241192225,1.24525754180598,0.42150811993583853,3.3436831229918695,3.87027444579761,2.05184715602894,10.48572769192537,3.204598971460537
120,18.267105202009816,1.0053757517583362,3.596778556783318,0.5926561315065713,2.9246922158801065,1.2849211168449066,1.0787134616121536,0.47824653929363736,4.430060317845666,6.158039576172335,2.402978797298209,3.9198025628069466,3.4892168873806155
121,13.429623975562402,0.5505788903294105,5.927639938814024,0.9801303674824945,4.370792989382136,1.0778578687197415,1.0576918529120942,1.0430288266120502,3.8141153991560635,3.9735435106004737,4.692173639276579,8.17712854609011,3.6703800683426007
122,11.296761055355804,0.6731974280850147,1.4623783520409563,0.9396870712888628,3.9256146689463773,0.5490151652758053,0.7921540635626043,0.35942959240477024,1.7234828704581513,4.270127023542497,3.6097148087796325,7.924857874486296,2.745012804025784
